id,on_surface,patch_size,ppi_in_patch,random_patch_size,rank,size,total_ppis
4RZYA,373.0,2.0,0.0,0.0,6.0,182.0,93.0
4RZYA,373.0,3.0,2.0,0.0,7.0,155.0,93.0
4RZYA,373.0,2.0,0.0,1.0,8.0,140.0,93.0
4RZYA,373.0,4.0,0.0,2.0,9.0,137.0,93.0
4RZYA,373.0,2.0,0.0,0.0,10.0,126.0,93.0
4RZYA,373.0,3.0,0.0,0.0,11.0,92.0,93.0
4RZYA,373.0,2.0,0.0,1.0,12.0,91.0,93.0
4RZYA,373.0,2.0,0.0,2.0,13.0,86.0,93.0
4RZYA,373.0,1.0,0.0,0.0,14.0,85.0,93.0
4RZYA,373.0,1.0,0.0,1.0,15.0,80.0,93.0
4RZYA,373.0,2.0,0.0,1.0,16.0,80.0,93.0
4RZYA,373.0,1.0,1.0,0.0,17.0,78.0,93.0
4RZYA,373.0,1.0,0.0,0.0,18.0,66.0,93.0
4RZYA,373.0,2.0,0.0,0.0,19.0,66.0,93.0
4RZYA,373.0,1.0,0.0,0.0,20.0,64.0,93.0
5CIRE,102.0,9.0,0.0,1.0,1.0,558.0,30.0
5CIRE,102.0,7.0,5.0,3.0,2.0,433.0,30.0
5CIRE,102.0,4.0,0.0,2.0,3.0,199.0,30.0
5CIRE,102.0,5.0,1.0,0.0,4.0,177.0,30.0
5CIRE,102.0,1.0,0.0,0.0,5.0,159.0,30.0
5CIRE,102.0,2.0,1.0,1.0,6.0,137.0,30.0
5CIRE,102.0,3.0,1.0,1.0,7.0,108.0,30.0
5CIRE,102.0,1.0,1.0,0.0,8.0,62.0,30.0
5CIRE,102.0,1.0,1.0,0.0,9.0,60.0,30.0
5CIRE,102.0,1.0,0.0,0.0,10.0,33.0,30.0
5CIRE,102.0,1.0,0.0,0.0,11.0,31.0,30.0
5CIRE,102.0,1.0,0.0,0.0,12.0,4.0,30.0
1SF8A,112.0,13.0,9.0,2.0,1.0,782.0,16.0
1SF8A,112.0,12.0,0.0,3.0,2.0,570.0,16.0
1SF8A,112.0,6.0,0.0,1.0,3.0,201.0,16.0
1SF8A,112.0,4.0,0.0,0.0,4.0,157.0,16.0
1SF8A,112.0,1.0,0.0,0.0,5.0,120.0,16.0
1SF8A,112.0,1.0,0.0,0.0,6.0,97.0,16.0
1SF8A,112.0,1.0,1.0,0.0,7.0,96.0,16.0
1SF8A,112.0,1.0,0.0,0.0,8.0,62.0,16.0
1SF8A,112.0,1.0,0.0,0.0,9.0,50.0,16.0
1SF8A,112.0,1.0,1.0,0.0,10.0,24.0,16.0
1SF8A,112.0,3.0,0.0,0.0,11.0,21.0,16.0
1SF8A,112.0,1.0,0.0,0.0,12.0,20.0,16.0
1SF8A,112.0,1.0,0.0,0.0,13.0,19.0,16.0
1SF8A,112.0,1.0,0.0,0.0,14.0,2.0,16.0
5DOFA,140.0,12.0,6.0,1.0,1.0,831.0,22.0
5DOFA,140.0,13.0,3.0,2.0,2.0,769.0,22.0
5DOFA,140.0,6.0,0.0,2.0,3.0,220.0,22.0
5DOFA,140.0,3.0,0.0,1.0,4.0,179.0,22.0
5DOFA,140.0,1.0,0.0,1.0,5.0,173.0,22.0
5DOFA,140.0,1.0,0.0,0.0,6.0,164.0,22.0
5DOFA,140.0,6.0,0.0,2.0,7.0,154.0,22.0
5DOFA,140.0,2.0,0.0,0.0,8.0,120.0,22.0
5DOFA,140.0,1.0,0.0,0.0,9.0,102.0,22.0
5DOFA,140.0,4.0,0.0,0.0,10.0,98.0,22.0
5DOFA,140.0,1.0,0.0,1.0,11.0,72.0,22.0
5DOFA,140.0,1.0,1.0,0.0,12.0,46.0,22.0
5DOFA,140.0,1.0,0.0,0.0,13.0,20.0,22.0
5DOFA,140.0,1.0,0.0,0.0,14.0,13.0,22.0
5DOFA,140.0,1.0,0.0,0.0,15.0,13.0,22.0
3D34A,184.0,14.0,0.0,2.0,1.0,544.0,16.0
3D34A,184.0,3.0,0.0,0.0,2.0,355.0,16.0
3D34A,184.0,10.0,3.0,2.0,3.0,350.0,16.0
3D34A,184.0,4.0,0.0,0.0,4.0,341.0,16.0
3D34A,184.0,6.0,0.0,1.0,5.0,279.0,16.0
3D34A,184.0,2.0,0.0,0.0,6.0,180.0,16.0
3D34A,184.0,3.0,0.0,2.0,7.0,179.0,16.0
3D34A,184.0,2.0,0.0,0.0,8.0,169.0,16.0
3D34A,184.0,2.0,0.0,1.0,9.0,163.0,16.0
3D34A,184.0,2.0,0.0,1.0,10.0,140.0,16.0
3D34A,184.0,3.0,0.0,0.0,11.0,76.0,16.0
3D34A,184.0,1.0,0.0,1.0,12.0,61.0,16.0
3D34A,184.0,1.0,0.0,0.0,13.0,55.0,16.0
3D34A,184.0,2.0,1.0,0.0,14.0,49.0,16.0
3D34A,184.0,1.0,0.0,0.0,15.0,26.0,16.0
3D34A,184.0,1.0,0.0,0.0,16.0,24.0,16.0
3D34A,184.0,2.0,1.0,0.0,17.0,18.0,16.0
3D34A,184.0,1.0,0.0,0.0,18.0,17.0,16.0
3D34A,184.0,1.0,0.0,0.0,19.0,7.0,16.0
3D34A,184.0,1.0,0.0,0.0,20.0,6.0,16.0
4Y1LC,107.0,23.0,3.0,0.0,1.0,938.0,9.0
4Y1LC,107.0,10.0,0.0,1.0,2.0,448.0,9.0
4Y1LC,107.0,6.0,0.0,0.0,3.0,234.0,9.0
4Y1LC,107.0,4.0,0.0,1.0,4.0,159.0,9.0
4Y1LC,107.0,1.0,0.0,0.0,5.0,158.0,9.0
4Y1LC,107.0,1.0,0.0,0.0,6.0,96.0,9.0
4Y1LC,107.0,1.0,0.0,0.0,7.0,76.0,9.0
4Y1LC,107.0,1.0,0.0,0.0,8.0,60.0,9.0
4Y1LC,107.0,1.0,0.0,0.0,9.0,55.0,9.0
4Y1LC,107.0,1.0,0.0,1.0,10.0,1.0,9.0
1EEJA,197.0,19.0,9.0,2.0,1.0,1067.0,29.0
1EEJA,197.0,18.0,4.0,4.0,2.0,615.0,29.0
1EEJA,197.0,8.0,0.0,0.0,3.0,310.0,29.0
1EEJA,197.0,8.0,0.0,0.0,4.0,293.0,29.0
1EEJA,197.0,5.0,0.0,0.0,5.0,126.0,29.0
1EEJA,197.0,2.0,0.0,0.0,6.0,102.0,29.0
1EEJA,197.0,3.0,0.0,0.0,7.0,94.0,29.0
1EEJA,197.0,1.0,0.0,0.0,8.0,75.0,29.0
1EEJA,197.0,1.0,0.0,0.0,9.0,75.0,29.0
1EEJA,197.0,2.0,1.0,0.0,10.0,64.0,29.0
1EEJA,197.0,1.0,0.0,0.0,11.0,45.0,29.0
1EEJA,197.0,1.0,0.0,0.0,12.0,33.0,29.0
1EEJA,197.0,1.0,0.0,0.0,13.0,20.0,29.0
1EEJA,197.0,1.0,0.0,0.0,14.0,19.0,29.0
1EEJA,197.0,1.0,0.0,0.0,15.0,0.0,29.0
1D0DA,58.0,12.0,7.0,3.0,1.0,732.0,16.0
1D0DA,58.0,3.0,0.0,0.0,2.0,176.0,16.0
1D0DA,58.0,1.0,0.0,0.0,3.0,80.0,16.0
1D0DA,58.0,2.0,0.0,1.0,4.0,35.0,16.0
1D0DA,58.0,1.0,1.0,0.0,5.0,33.0,16.0
1D0DA,58.0,1.0,0.0,1.0,6.0,31.0,16.0
1D0DA,58.0,1.0,0.0,0.0,7.0,23.0,16.0
4HL4A,243.0,11.0,7.0,3.0,1.0,422.0,28.0
4HL4A,243.0,12.0,0.0,4.0,2.0,392.0,28.0
4HL4A,243.0,2.0,0.0,1.0,3.0,288.0,28.0
4HL4A,243.0,6.0,0.0,1.0,4.0,236.0,28.0
4HL4A,243.0,6.0,0.0,0.0,5.0,235.0,28.0
4HL4A,243.0,8.0,1.0,1.0,6.0,230.0,28.0
4HL4A,243.0,4.0,1.0,0.0,7.0,226.0,28.0
4HL4A,243.0,3.0,0.0,0.0,8.0,174.0,28.0
4HL4A,243.0,6.0,0.0,1.0,9.0,156.0,28.0
4HL4A,243.0,8.0,0.0,3.0,10.0,150.0,28.0
4HL4A,243.0,3.0,0.0,1.0,11.0,133.0,28.0
4HL4A,243.0,2.0,1.0,0.0,12.0,112.0,28.0
4HL4A,243.0,2.0,0.0,0.0,13.0,102.0,28.0
4HL4A,243.0,2.0,0.0,1.0,14.0,97.0,28.0
4HL4A,243.0,1.0,1.0,1.0,15.0,47.0,28.0
4HL4A,243.0,1.0,1.0,0.0,16.0,47.0,28.0
4HL4A,243.0,4.0,0.0,0.0,17.0,45.0,28.0
4HL4A,243.0,1.0,0.0,0.0,18.0,44.0,28.0
4HL4A,243.0,1.0,0.0,0.0,19.0,31.0,28.0
4HL4A,243.0,1.0,0.0,0.0,20.0,27.0,28.0
5UQPA,106.0,25.0,17.0,8.0,1.0,1403.0,55.0
5UQPA,106.0,8.0,8.0,5.0,2.0,716.0,55.0
5UQPA,106.0,1.0,0.0,0.0,3.0,139.0,55.0
5UQPA,106.0,1.0,1.0,1.0,4.0,115.0,55.0
5UQPA,106.0,1.0,0.0,1.0,5.0,85.0,55.0
5UQPA,106.0,1.0,1.0,1.0,6.0,68.0,55.0
5UQPA,106.0,1.0,1.0,0.0,7.0,57.0,55.0
5UQPA,106.0,1.0,1.0,1.0,8.0,57.0,55.0
5UQPA,106.0,1.0,0.0,0.0,9.0,37.0,55.0
5UQPA,106.0,1.0,0.0,0.0,10.0,35.0,55.0
1DEVB,41.0,4.0,4.0,4.0,1.0,568.0,27.0
1DEVB,41.0,4.0,4.0,3.0,2.0,346.0,27.0
1DEVB,41.0,3.0,2.0,2.0,3.0,280.0,27.0
1DEVB,41.0,1.0,1.0,1.0,4.0,226.0,27.0
1DEVB,41.0,1.0,1.0,1.0,5.0,150.0,27.0
1DEVB,41.0,1.0,0.0,1.0,6.0,107.0,27.0
1DEVB,41.0,1.0,1.0,0.0,7.0,94.0,27.0
1DEVB,41.0,1.0,1.0,0.0,8.0,94.0,27.0
4ZEMA,283.0,19.0,14.0,3.0,1.0,969.0,50.0
4ZEMA,283.0,14.0,0.0,2.0,2.0,950.0,50.0
4ZEMA,283.0,7.0,0.0,4.0,3.0,366.0,50.0
4ZEMA,283.0,2.0,0.0,1.0,4.0,283.0,50.0
4ZEMA,283.0,4.0,1.0,0.0,5.0,250.0,50.0
4ZEMA,283.0,4.0,0.0,0.0,6.0,212.0,50.0
4ZEMA,283.0,4.0,0.0,1.0,7.0,172.0,50.0
4ZEMA,283.0,3.0,0.0,0.0,8.0,159.0,50.0
4ZEMA,283.0,6.0,0.0,0.0,9.0,146.0,50.0
4ZEMA,283.0,5.0,0.0,1.0,10.0,112.0,50.0
4ZEMA,283.0,4.0,0.0,2.0,11.0,109.0,50.0
4ZEMA,283.0,1.0,0.0,0.0,12.0,100.0,50.0
4ZEMA,283.0,1.0,0.0,0.0,13.0,76.0,50.0
4ZEMA,283.0,5.0,0.0,0.0,14.0,60.0,50.0
4ZEMA,283.0,4.0,0.0,0.0,15.0,47.0,50.0
4ZEMA,283.0,1.0,1.0,0.0,16.0,44.0,50.0
4ZEMA,283.0,2.0,0.0,1.0,17.0,39.0,50.0
4ZEMA,283.0,3.0,0.0,2.0,18.0,36.0,50.0
4ZEMA,283.0,1.0,1.0,0.0,19.0,33.0,50.0
4ZEMA,283.0,1.0,0.0,1.0,20.0,32.0,50.0
4FASD,49.0,20.0,7.0,6.0,1.0,1155.0,23.0
4FASD,49.0,2.0,2.0,1.0,2.0,159.0,23.0
1YKDA,358.0,71.0,35.0,14.0,1.0,3748.0,73.0
1YKDA,358.0,15.0,0.0,3.0,2.0,774.0,73.0
1YKDA,358.0,4.0,0.0,2.0,3.0,226.0,73.0
1YKDA,358.0,1.0,0.0,1.0,4.0,189.0,73.0
1YKDA,358.0,1.0,0.0,0.0,5.0,139.0,73.0
1YKDA,358.0,1.0,0.0,1.0,6.0,138.0,73.0
1YKDA,358.0,1.0,0.0,1.0,7.0,138.0,73.0
1YKDA,358.0,2.0,0.0,0.0,8.0,133.0,73.0
1YKDA,358.0,4.0,0.0,0.0,9.0,101.0,73.0
1YKDA,358.0,1.0,1.0,0.0,10.0,99.0,73.0
1YKDA,358.0,3.0,0.0,2.0,11.0,95.0,73.0
1YKDA,358.0,1.0,0.0,0.0,12.0,91.0,73.0
1YKDA,358.0,1.0,0.0,0.0,13.0,91.0,73.0
1YKDA,358.0,1.0,1.0,0.0,14.0,89.0,73.0
1YKDA,358.0,1.0,0.0,0.0,15.0,84.0,73.0
1YKDA,358.0,1.0,0.0,0.0,16.0,79.0,73.0
1YKDA,358.0,1.0,0.0,0.0,17.0,73.0,73.0
1YKDA,358.0,1.0,0.0,0.0,18.0,67.0,73.0
1YKDA,358.0,3.0,0.0,1.0,19.0,64.0,73.0
1YKDA,358.0,3.0,0.0,0.0,20.0,62.0,73.0
4C6SA,120.0,5.0,0.0,1.0,1.0,424.0,6.0
4C6SA,120.0,7.0,0.0,0.0,2.0,370.0,6.0
4C6SA,120.0,9.0,0.0,0.0,3.0,369.0,6.0
4C6SA,120.0,1.0,1.0,0.0,4.0,193.0,6.0
4C6SA,120.0,5.0,0.0,0.0,5.0,150.0,6.0
4C6SA,120.0,2.0,0.0,1.0,6.0,113.0,6.0
4C6SA,120.0,2.0,0.0,0.0,7.0,106.0,6.0
4C6SA,120.0,2.0,1.0,0.0,8.0,68.0,6.0
4C6SA,120.0,1.0,0.0,0.0,9.0,48.0,6.0
4C6SA,120.0,2.0,0.0,0.0,10.0,20.0,6.0
4C6SA,120.0,1.0,0.0,0.0,11.0,17.0,6.0
4C6SA,120.0,2.0,1.0,0.0,12.0,13.0,6.0
4C6SA,120.0,1.0,0.0,0.0,13.0,7.0,6.0
4C6SA,120.0,1.0,0.0,0.0,14.0,4.0,6.0
4C6SA,120.0,1.0,0.0,0.0,15.0,3.0,6.0
4C6SA,120.0,1.0,0.0,0.0,16.0,0.0,6.0
3DAWB,123.0,12.0,7.0,2.0,1.0,810.0,20.0
3DAWB,123.0,7.0,0.0,0.0,2.0,345.0,20.0
3DAWB,123.0,8.0,0.0,2.0,3.0,205.0,20.0
3DAWB,123.0,4.0,0.0,0.0,4.0,150.0,20.0
3DAWB,123.0,5.0,2.0,1.0,5.0,120.0,20.0
3DAWB,123.0,1.0,0.0,0.0,6.0,57.0,20.0
3DAWB,123.0,3.0,0.0,1.0,7.0,49.0,20.0
3DAWB,123.0,1.0,0.0,0.0,8.0,44.0,20.0
3DAWB,123.0,1.0,0.0,0.0,9.0,38.0,20.0
3DAWB,123.0,3.0,0.0,2.0,10.0,15.0,20.0
3DAWB,123.0,1.0,0.0,1.0,11.0,11.0,20.0
3DAWB,123.0,1.0,0.0,0.0,12.0,11.0,20.0
3DAWB,123.0,1.0,0.0,0.0,13.0,7.0,20.0
3DAWB,123.0,1.0,0.0,0.0,14.0,7.0,20.0
3DAWB,123.0,1.0,0.0,0.0,15.0,2.0,20.0
3GAEA,213.0,9.0,0.0,0.0,1.0,383.0,17.0
3GAEA,213.0,6.0,0.0,1.0,2.0,293.0,17.0
3GAEA,213.0,8.0,0.0,1.0,3.0,277.0,17.0
3GAEA,213.0,3.0,1.0,0.0,4.0,183.0,17.0
3GAEA,213.0,4.0,0.0,1.0,5.0,177.0,17.0
3GAEA,213.0,3.0,0.0,0.0,6.0,150.0,17.0
3GAEA,213.0,4.0,0.0,1.0,7.0,150.0,17.0
3GAEA,213.0,3.0,0.0,0.0,8.0,135.0,17.0
3GAEA,213.0,3.0,0.0,1.0,9.0,132.0,17.0
3GAEA,213.0,4.0,0.0,0.0,10.0,128.0,17.0
3GAEA,213.0,2.0,2.0,0.0,11.0,98.0,17.0
3GAEA,213.0,4.0,0.0,0.0,12.0,83.0,17.0
3GAEA,213.0,1.0,0.0,0.0,13.0,82.0,17.0
3GAEA,213.0,3.0,0.0,0.0,14.0,79.0,17.0
3GAEA,213.0,1.0,0.0,0.0,15.0,54.0,17.0
3GAEA,213.0,1.0,0.0,0.0,16.0,54.0,17.0
3GAEA,213.0,1.0,0.0,0.0,17.0,48.0,17.0
3GAEA,213.0,1.0,1.0,0.0,18.0,43.0,17.0
3GAEA,213.0,2.0,0.0,0.0,19.0,33.0,17.0
3GAEA,213.0,1.0,0.0,0.0,20.0,27.0,17.0
4ZOUA,112.0,23.0,15.0,7.0,1.0,1476.0,27.0
4ZOUA,112.0,11.0,0.0,3.0,2.0,590.0,27.0
4ZOUA,112.0,7.0,2.0,1.0,3.0,204.0,27.0
4ZOUA,112.0,3.0,0.0,2.0,4.0,128.0,27.0
4ZOUA,112.0,1.0,0.0,0.0,5.0,72.0,27.0
4ZOUA,112.0,1.0,0.0,0.0,6.0,25.0,27.0
4ZOUA,112.0,2.0,0.0,1.0,7.0,14.0,27.0
2AUWA,138.0,14.0,0.0,4.0,1.0,736.0,17.0
2AUWA,138.0,4.0,1.0,1.0,2.0,394.0,17.0
2AUWA,138.0,10.0,0.0,2.0,3.0,372.0,17.0
2AUWA,138.0,4.0,0.0,2.0,4.0,220.0,17.0
2AUWA,138.0,1.0,1.0,0.0,5.0,211.0,17.0
2AUWA,138.0,5.0,0.0,0.0,6.0,179.0,17.0
2AUWA,138.0,3.0,0.0,0.0,7.0,154.0,17.0
2AUWA,138.0,3.0,2.0,0.0,8.0,135.0,17.0
2AUWA,138.0,1.0,0.0,0.0,9.0,127.0,17.0
2AUWA,138.0,1.0,1.0,0.0,10.0,110.0,17.0
2AUWA,138.0,1.0,1.0,0.0,11.0,53.0,17.0
2AUWA,138.0,1.0,1.0,0.0,12.0,53.0,17.0
2AUWA,138.0,1.0,0.0,0.0,13.0,29.0,17.0
2AUWA,138.0,1.0,0.0,0.0,14.0,25.0,17.0
2AUWA,138.0,1.0,0.0,1.0,15.0,25.0,17.0
2AUWA,138.0,1.0,0.0,0.0,16.0,25.0,17.0
2AUWA,138.0,1.0,0.0,1.0,17.0,25.0,17.0
2AUWA,138.0,1.0,0.0,0.0,18.0,24.0,17.0
2AUWA,138.0,1.0,0.0,0.0,19.0,18.0,17.0
2AUWA,138.0,1.0,0.0,0.0,20.0,10.0,17.0
3OR1A,393.0,44.0,31.0,25.0,1.0,2066.0,202.0
3OR1A,393.0,6.0,6.0,5.0,2.0,781.0,202.0
3OR1A,393.0,14.0,11.0,9.0,3.0,776.0,202.0
3OR1A,393.0,5.0,4.0,2.0,4.0,383.0,202.0
3OR1A,393.0,7.0,4.0,3.0,5.0,340.0,202.0
3OR1A,393.0,3.0,3.0,1.0,6.0,224.0,202.0
3OR1A,393.0,2.0,2.0,1.0,7.0,210.0,202.0
3OR1A,393.0,8.0,0.0,3.0,8.0,201.0,202.0
3OR1A,393.0,4.0,4.0,3.0,9.0,184.0,202.0
3OR1A,393.0,3.0,1.0,2.0,10.0,180.0,202.0
3OR1A,393.0,1.0,1.0,0.0,11.0,168.0,202.0
3OR1A,393.0,1.0,1.0,1.0,12.0,168.0,202.0
3OR1A,393.0,5.0,2.0,2.0,13.0,165.0,202.0
3OR1A,393.0,5.0,1.0,3.0,14.0,159.0,202.0
3OR1A,393.0,1.0,1.0,1.0,15.0,144.0,202.0
3OR1A,393.0,1.0,1.0,1.0,16.0,144.0,202.0
3OR1A,393.0,4.0,1.0,2.0,17.0,137.0,202.0
3OR1A,393.0,5.0,0.0,3.0,18.0,134.0,202.0
3OR1A,393.0,3.0,0.0,2.0,19.0,133.0,202.0
3OR1A,393.0,3.0,0.0,2.0,20.0,73.0,202.0
3IAXB,11.0,1.0,1.0,1.0,1.0,194.0,8.0
5EE5A,185.0,20.0,1.0,4.0,1.0,1264.0,21.0
5EE5A,185.0,11.0,0.0,0.0,2.0,331.0,21.0
5EE5A,185.0,5.0,4.0,0.0,3.0,330.0,21.0
5EE5A,185.0,6.0,2.0,1.0,4.0,302.0,21.0
5EE5A,185.0,4.0,0.0,1.0,5.0,200.0,21.0
5EE5A,185.0,3.0,0.0,1.0,6.0,145.0,21.0
5EE5A,185.0,1.0,0.0,1.0,7.0,81.0,21.0
5EE5A,185.0,1.0,1.0,0.0,8.0,42.0,21.0
5EE5A,185.0,1.0,0.0,0.0,9.0,38.0,21.0
5EE5A,185.0,2.0,0.0,0.0,10.0,37.0,21.0
5EE5A,185.0,4.0,0.0,1.0,11.0,32.0,21.0
5EE5A,185.0,1.0,0.0,0.0,12.0,12.0,21.0
5EE5A,185.0,1.0,0.0,0.0,13.0,12.0,21.0
5EE5A,185.0,1.0,0.0,0.0,14.0,8.0,21.0
5EE5A,185.0,2.0,0.0,0.0,15.0,7.0,21.0
5EE5A,185.0,1.0,0.0,0.0,16.0,4.0,21.0
5OEMA,178.0,13.0,0.0,0.0,1.0,485.0,15.0
5OEMA,178.0,4.0,0.0,1.0,2.0,484.0,15.0
5OEMA,178.0,14.0,7.0,2.0,3.0,464.0,15.0
5OEMA,178.0,3.0,2.0,0.0,4.0,415.0,15.0
5OEMA,178.0,1.0,1.0,0.0,5.0,177.0,15.0
5OEMA,178.0,4.0,0.0,0.0,6.0,170.0,15.0
5OEMA,178.0,3.0,0.0,1.0,7.0,100.0,15.0
5OEMA,178.0,1.0,0.0,0.0,8.0,99.0,15.0
5OEMA,178.0,1.0,0.0,0.0,9.0,89.0,15.0
5OEMA,178.0,1.0,0.0,0.0,10.0,75.0,15.0
5OEMA,178.0,2.0,0.0,0.0,11.0,67.0,15.0
5OEMA,178.0,1.0,0.0,0.0,12.0,51.0,15.0
5OEMA,178.0,2.0,0.0,1.0,13.0,46.0,15.0
5OEMA,178.0,3.0,0.0,1.0,14.0,41.0,15.0
5OEMA,178.0,1.0,0.0,0.0,15.0,23.0,15.0
5OEMA,178.0,1.0,0.0,0.0,16.0,14.0,15.0
5OEMA,178.0,2.0,0.0,0.0,17.0,9.0,15.0
5OEMA,178.0,1.0,0.0,0.0,18.0,4.0,15.0
5OEMA,178.0,1.0,0.0,0.0,19.0,0.0,15.0
1SH8A,140.0,15.0,11.0,2.0,1.0,915.0,31.0
1SH8A,140.0,6.0,4.0,1.0,2.0,294.0,31.0
1SH8A,140.0,4.0,0.0,0.0,3.0,249.0,31.0
1SH8A,140.0,3.0,0.0,1.0,4.0,85.0,31.0
1SH8A,140.0,2.0,0.0,1.0,5.0,80.0,31.0
1SH8A,140.0,1.0,0.0,0.0,6.0,80.0,31.0
1SH8A,140.0,1.0,0.0,0.0,7.0,76.0,31.0
1SH8A,140.0,3.0,0.0,0.0,8.0,63.0,31.0
1SH8A,140.0,1.0,0.0,0.0,9.0,40.0,31.0
1SH8A,140.0,1.0,0.0,0.0,10.0,37.0,31.0
1SH8A,140.0,1.0,0.0,0.0,11.0,31.0,31.0
1SH8A,140.0,2.0,0.0,0.0,12.0,26.0,31.0
1SH8A,140.0,1.0,0.0,0.0,13.0,16.0,31.0
1SH8A,140.0,1.0,0.0,0.0,14.0,16.0,31.0
3FX3A,202.0,33.0,16.0,3.0,1.0,1658.0,40.0
3FX3A,202.0,15.0,2.0,3.0,2.0,563.0,40.0
3FX3A,202.0,4.0,0.0,2.0,3.0,147.0,40.0
3FX3A,202.0,4.0,0.0,0.0,4.0,145.0,40.0
3FX3A,202.0,4.0,0.0,1.0,5.0,130.0,40.0
3FX3A,202.0,3.0,0.0,1.0,6.0,127.0,40.0
3FX3A,202.0,5.0,0.0,2.0,7.0,100.0,40.0
3FX3A,202.0,1.0,0.0,0.0,8.0,94.0,40.0
3FX3A,202.0,2.0,0.0,2.0,9.0,89.0,40.0
3FX3A,202.0,1.0,0.0,0.0,10.0,68.0,40.0
3FX3A,202.0,2.0,0.0,0.0,11.0,52.0,40.0
3FX3A,202.0,1.0,1.0,0.0,12.0,15.0,40.0
3FX3A,202.0,1.0,0.0,0.0,13.0,12.0,40.0
3FX3A,202.0,1.0,0.0,0.0,14.0,11.0,40.0
3FX3A,202.0,1.0,0.0,1.0,15.0,9.0,40.0
3FX3A,202.0,1.0,0.0,0.0,16.0,7.0,40.0
3FX3A,202.0,1.0,0.0,0.0,17.0,4.0,40.0
3FX3A,202.0,1.0,0.0,0.0,18.0,1.0,40.0
1O9YA,69.0,31.0,27.0,23.0,1.0,2542.0,50.0
1O9YA,69.0,1.0,1.0,1.0,2.0,69.0,50.0
1O9YA,69.0,1.0,1.0,1.0,3.0,47.0,50.0
3CXJA,124.0,11.0,1.0,3.0,1.0,409.0,33.0
3CXJA,124.0,6.0,4.0,3.0,2.0,274.0,33.0
3CXJA,124.0,3.0,2.0,2.0,3.0,260.0,33.0
3CXJA,124.0,4.0,0.0,1.0,4.0,251.0,33.0
3CXJA,124.0,1.0,0.0,0.0,5.0,175.0,33.0
3CXJA,124.0,3.0,1.0,1.0,6.0,96.0,33.0
3CXJA,124.0,2.0,2.0,0.0,7.0,88.0,33.0
3CXJA,124.0,2.0,0.0,0.0,8.0,62.0,33.0
3CXJA,124.0,3.0,0.0,0.0,9.0,61.0,33.0
3CXJA,124.0,1.0,1.0,1.0,10.0,43.0,33.0
3CXJA,124.0,2.0,0.0,0.0,11.0,12.0,33.0
3CXJA,124.0,1.0,0.0,0.0,12.0,8.0,33.0
3CXJA,124.0,1.0,0.0,1.0,13.0,7.0,33.0
3CXJA,124.0,1.0,1.0,0.0,14.0,5.0,33.0
3CXJA,124.0,1.0,0.0,0.0,15.0,0.0,33.0
4ZVCA,106.0,13.0,12.0,4.0,1.0,826.0,20.0
4ZVCA,106.0,8.0,0.0,1.0,2.0,356.0,20.0
4ZVCA,106.0,4.0,0.0,1.0,3.0,166.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,4.0,72.0,20.0
4ZVCA,106.0,1.0,0.0,1.0,5.0,65.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,6.0,55.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,7.0,39.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,8.0,30.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,9.0,30.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,10.0,15.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,11.0,14.0,20.0
4ZVCA,106.0,1.0,0.0,0.0,12.0,1.0,20.0
5IKJB,66.0,12.0,9.0,9.0,1.0,1056.0,52.0
5IKJB,66.0,4.0,3.0,2.0,2.0,622.0,52.0
5IKJB,66.0,5.0,4.0,4.0,3.0,481.0,52.0
5IKJB,66.0,3.0,3.0,3.0,4.0,453.0,52.0
5IKJB,66.0,2.0,2.0,1.0,5.0,265.0,52.0
5IKJB,66.0,1.0,1.0,0.0,6.0,144.0,52.0
5IKJB,66.0,1.0,0.0,1.0,7.0,100.0,52.0
5IKJB,66.0,1.0,1.0,1.0,8.0,66.0,52.0
3VKWA,386.0,7.0,6.0,0.0,1.0,528.0,22.0
3VKWA,386.0,7.0,0.0,0.0,2.0,456.0,22.0
3VKWA,386.0,10.0,0.0,0.0,3.0,387.0,22.0
3VKWA,386.0,10.0,0.0,3.0,4.0,350.0,22.0
3VKWA,386.0,6.0,0.0,0.0,5.0,336.0,22.0
3VKWA,386.0,6.0,0.0,1.0,6.0,280.0,22.0
3VKWA,386.0,6.0,0.0,0.0,7.0,272.0,22.0
3VKWA,386.0,4.0,0.0,0.0,8.0,250.0,22.0
3VKWA,386.0,6.0,0.0,1.0,9.0,243.0,22.0
3VKWA,386.0,1.0,0.0,0.0,10.0,209.0,22.0
3VKWA,386.0,4.0,0.0,0.0,11.0,194.0,22.0
3VKWA,386.0,4.0,0.0,0.0,12.0,174.0,22.0
3VKWA,386.0,5.0,0.0,0.0,13.0,166.0,22.0
3VKWA,386.0,1.0,0.0,0.0,14.0,133.0,22.0
3VKWA,386.0,2.0,0.0,0.0,15.0,121.0,22.0
3VKWA,386.0,2.0,0.0,0.0,16.0,116.0,22.0
3VKWA,386.0,2.0,0.0,0.0,17.0,116.0,22.0
